Index,fname,label
521,XC42743 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
522,XC433064 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
523,XC442330 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
524,XC442331 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
525,XC469473 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
526,XC469473 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
527,XC469473 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
528,XC469473 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
529,XC469473 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
530,XC487525 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
531,XC487525 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
532,XC487525 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
533,XC487525 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
534,XC487525 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
535,XC487525 - Spotted Owlet - Athene brama(6).wav,Spotted Owlet (Athene brama)
536,XC487525 - Spotted Owlet - Athene brama(7).wav,Spotted Owlet (Athene brama)
537,XC517678 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
538,XC517680 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
539,XC517682 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
540,XC572904 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
541,XC572904 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
542,XC572904 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
543,XC572904 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
544,XC572904 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
545,XC572904 - Spotted Owlet - Athene brama(6).wav,Spotted Owlet (Athene brama)
546,XC572904 - Spotted Owlet - Athene brama(7).wav,Spotted Owlet (Athene brama)
547,XC572905 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
548,XC94315 - Spotted Owlet - Athene brama mayri.wav,Spotted Owlet (Athene brama)
549,XC98652 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
550,XC99384 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
551,XC99384 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
552,XC99384 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
553,XC99384 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
